payment_id,order_id,payment_method,payment_date,amount
60,60,PayPal,2024-12-12 02:35:52,827.96
61,61,Cash,2025-03-29 03:14:26,3118.76
62,62,Bank Transfer,2025-09-29 05:47:58,4435.99
63,63,Credit Card,2025-10-04 23:15:57,1946.07
64,64,Credit Card,2025-08-14 05:08:39,3279.18
65,65,Credit Card,2025-03-21 03:41:07,1142.39
66,66,Cash,2025-09-09 11:18:34,820.08
67,67,Bank Transfer,2025-03-02 17:45:40,1334.91
68,68,Cash,2025-06-15 18:19:57,930.58
69,69,PayPal,2024-10-02 01:40:19,3194.1
70,70,Bank Transfer,2025-02-27 05:49:15,1411.79
71,71,Bank Transfer,2026-06-06 23:53:13,2670.52
72,72,Credit Card,2026-04-01 06:29:42,1334.44
73,73,Bank Transfer,2025-02-10 08:40:28,1560.04
74,74,PayPal,2026-04-16 06:54:03,2150.58
75,75,Bank Transfer,2025-05-04 08:52:46,1392.25
76,76,Cash,2025-06-21 05:31:44,1709.91
77,77,Bank Transfer,2024-11-19 21:47:28,1524.08
78,78,Credit Card,2025-10-31 13:32:38,4264.1
79,79,Cash,2025-07-13 15:53:37,907.4
80,80,Cash,2025-01-22 09:28:07,694.42
81,81,Credit Card,2025-08-01 15:55:16,619.76
82,82,Bank Transfer,2025-01-23 23:51:43,2359.32
83,83,Credit Card,2026-07-26 09:32:02,1693.16
84,84,Bank Transfer,2025-09-25 09:44:07,375.52
85,85,PayPal,2025-12-19 20:13:35,2020.31
86,86,PayPal,2024-09-11 23:54:50,237.8
87,87,Credit Card,2026-04-10 03:04:37,816.25
88,88,Credit Card,2024-11-10 17:49:17,1175.58
89,89,Credit Card,2026-02-10 12:02:09,2506.06
90,90,PayPal,2026-02-22 22:04:41,1608.18
91,91,PayPal,2025-12-26 05:21:56,1987.49
92,92,Credit Card,2026-04-08 01:28:17,1917.2
93,93,Credit Card,2025-10-07 05:51:58,2298.24
94,94,PayPal,2024-10-06 10:09:19,2695.36
95,95,Bank Transfer,2025-01-07 02:07:21,1425.3
96,96,Cash,2026-04-18 09:51:17,3876.57
97,97,Cash,2026-05-12 18:35:56,1644.08
98,98,Cash,2025-05-21 23:51:12,2191.61
99,99,Cash,2025-07-25 02:06:55,3315.97
100,100,Bank Transfer,2026-01-29 12:53:28,4180.81
101,101,Bank Transfer,2026-06-24 12:25:30,2052.94
102,102,Cash,2024-10-31 07:56:03,3004.58
103,103,Bank Transfer,2026-06-09 19:45:16,3885.12
104,104,Cash,2025-03-18 00:36:17,1306.61
105,105,Bank Transfer,2025-07-29 14:42:36,2106.69
106,106,Cash,2025-08-17 15:20:12,1589.83
107,107,Cash,2025-05-14 15:10:32,2867.42
108,108,Credit Card,2025-10-27 11:48:00,1092.03
109,109,Cash,2025-01-11 00:39:04,1506.92
110,110,Credit Card,2024-10-07 05:33:30,1209.42
111,111,Bank Transfer,2026-03-04 03:13:03,865.68
112,112,Credit Card,2025-05-20 06:46:35,2781.42
113,113,Bank Transfer,2025-10-19 03:06:05,1446.15
114,114,Credit Card,2026-06-18 05:29:30,1177.42
115,115,Bank Transfer,2025-01-18 20:40:34,2074.91
116,116,PayPal,2026-04-21 18:23:02,1702.64
117,117,PayPal,2025-12-01 09:01:30,608.78
118,118,Cash,2026-03-16 08:57:30,2577.57
119,119,Bank Transfer,2025-07-01 00:37:32,1946.45
120,120,Credit Card,2024-12-02 05:20:07,168.74
121,121,Cash,2025-04-11 19:10:31,2652.53
122,122,Cash,2024-08-23 12:44:31,185.67
123,123,Credit Card,2024-08-20 19:01:01,1116.46
124,124,PayPal,2025-07-07 09:05:18,722.48
125,125,PayPal,2025-01-20 09:14:50,2763.7
126,126,Credit Card,2024-09-19 09:24:11,2449.51
127,127,Bank Transfer,2025-11-19 07:28:28,118.38
128,128,Bank Transfer,2026-04-16 23:20:11,965.08
129,129,Cash,2026-04-16 20:22:38,2164.68
130,130,Bank Transfer,2026-02-09 09:17:58,803.3
131,131,Bank Transfer,2025-04-24 09:03:28,2708.16
132,132,PayPal,2025-03-01 15:02:04,1239.63
133,133,Cash,2025-02-08 10:42:39,1337.91
134,134,Credit Card,2025-06-14 20:35:18,1299.35
135,135,PayPal,2024-10-14 13:57:30,3193.22
136,136,Credit Card,2025-12-08 05:40:10,1548.6
137,137,PayPal,2024-09-24 05:38:35,3192.9
138,138,Cash,2025-07-08 10:09:43,1705.64
139,139,Credit Card,2026-08-01 08:15:44,854.37
140,140,Bank Transfer,2025-11-23 21:47:58,611.22
141,141,Bank Transfer,2024-10-22 12:04:11,2686.95
142,142,Credit Card,2025-05-06 06:26:58,1368.38
143,143,Credit Card,2026-01-10 18:56:28,1794.69
144,144,Credit Card,2025-07-02 18:46:20,1886.0
145,145,Cash,2025-06-19 04:38:55,3318.15
146,146,Credit Card,2025-10-16 21:42:31,3776.03
147,147,Credit Card,2025-03-27 00:00:41,2767.13
148,148,PayPal,2025-03-11 05:46:58,2468.38
149,149,PayPal,2026-04-22 16:32:40,3853.03
150,150,Credit Card,2026-05-14 06:45:56,441.06
151,151,Cash,2024-09-28 03:40:50,1480.92
152,152,Cash,2024-09-19 17:56:13,1538.93
153,153,Credit Card,2026-03-10 00:16:33,1815.43
154,154,Cash,2024-10-28 13:40:44,944.62
155,155,Cash,2025-06-12 06:09:23,1234.46
156,156,Credit Card,2025-12-08 18:15:37,1376.44
157,157,Cash,2026-02-21 17:56:01,1395.32
158,158,PayPal,2026-06-16 19:42:56,1466.4
159,159,Credit Card,2025-11-05 10:15:08,929.77
160,160,PayPal,2026-02-07 18:19:43,1403.86
161,161,Credit Card,2024-12-31 19:54:31,2540.94
162,162,Bank Transfer,2024-10-07 17:02:55,1811.66
163,163,Bank Transfer,2025-12-10 08:27:40,211.71
164,164,Cash,2025-04-22 23:45:36,229.59
165,165,Credit Card,2026-06-04 05:51:45,253.66
166,166,PayPal,2025-12-22 00:19:53,2648.9
167,167,PayPal,2025-11-24 23:10:10,2805.74
168,168,Bank Transfer,2025-08-06 20:53:53,831.45
169,169,Bank Transfer,2025-03-12 13:09:00,3246.69
170,170,Credit Card,2024-11-24 19:05:09,3059.75
171,171,Credit Card,2025-05-17 22:54:06,399.13
172,172,Credit Card,2026-06-08 01:21:10,4103.77
173,173,Bank Transfer,2024-09-22 13:24:44,1764.38
174,174,Cash,2025-05-22 20:40:04,1047.07
175,175,Credit Card,2026-02-10 02:26:22,1031.88
176,176,Cash,2025-01-31 08:07:56,910.58
177,177,Credit Card,2024-10-21 08:38:51,980.07
178,178,Cash,2024-08-23 08:05:23,1412.65
179,179,PayPal,2026-01-22 20:02:55,738.98
180,180,PayPal,2025-07-24 00:46:53,3120.17
181,181,Bank Transfer,2025-02-09 09:25:09,2138.16
182,182,Cash,2025-10-01 00:53:55,2292.16
183,183,Cash,2026-01-26 16:54:02,1352.12
184,184,Bank Transfer,2026-07-27 23:10:49,621.63
185,185,Cash,2025-08-21 12:22:17,2613.46
186,186,Bank Transfer,2025-11-23 04:19:40,1016.1
187,187,Credit Card,2026-06-26 03:22:02,1598.8
188,188,Cash,2025-08-20 22:00:27,154.56
189,189,Credit Card,2025-10-08 11:33:09,1806.09
190,190,Credit Card,2026-02-05 05:37:12,2451.93
191,191,PayPal,2025-02-04 04:54:38,1209.99
192,192,Credit Card,2025-10-15 15:29:21,3691.75
193,193,Credit Card,2025-10-25 16:34:14,3670.05
194,194,PayPal,2026-05-17 06:58:16,1347.84
195,195,Bank Transfer,2026-04-08 20:03:25,2958.76
196,196,Credit Card,2025-06-05 13:27:51,2838.66
197,197,Bank Transfer,2026-07-15 04:12:06,1887.79
198,198,Bank Transfer,2026-07-24 10:51:56,671.04
199,199,Credit Card,2025-03-10 03:07:20,1704.51
200,200,Credit Card,2026-04-24 03:09:17,1479.26
201,201,Credit Card,2026-02-08 04:57:20,432.71
202,202,Credit Card,2026-07-06 17:15:01,2475.01
203,203,Cash,2025-09-21 03:41:42,1055.27
204,204,Cash,2025-05-09 01:59:26,108.71
205,205,Cash,2024-10-11 08:25:27,81.5
206,206,Credit Card,2024-08-16 08:36:50,1751.92
207,207,Cash,2025-01-25 02:11:03,1878.82
208,208,Bank Transfer,2026-06-26 23:11:04,3328.18
209,209,Cash,2026-02-22 10:31:30,435.48
210,210,Credit Card,2025-12-09 15:11:44,2176.28
211,211,Bank Transfer,2025-11-29 13:48:52,498.58
212,212,PayPal,2025-11-11 10:17:42,834.03
213,213,Credit Card,2025-06-08 08:26:53,382.5
214,214,Bank Transfer,2025-06-18 17:49:26,1011.26
215,215,Bank Transfer,2025-09-19 00:38:15,1981.01
216,216,PayPal,2024-09-21 08:19:38,1973.73
217,217,Bank Transfer,2024-11-04 00:52:41,1974.45
218,218,PayPal,2025-07-09 10:03:07,1327.93
219,219,Bank Transfer,2025-02-13 12:43:43,1809.55
220,220,Cash,2026-04-24 15:26:46,95.8
221,221,PayPal,2026-06-18 21:49:42,703.61
222,222,Cash,2024-11-12 11:23:44,3039.02
223,223,Bank Transfer,2024-11-27 18:27:55,1102.52
224,224,PayPal,2024-12-01 06:52:25,2160.21
225,225,Bank Transfer,2025-03-15 12:19:39,4665.86
226,226,PayPal,2026-07-18 19:28:54,629.06
227,227,Cash,2026-07-17 20:26:56,2014.26
228,228,Credit Card,2026-05-18 05:19:15,841.46
229,229,Bank Transfer,2026-05-06 07:05:07,2994.72
230,230,PayPal,2025-01-11 09:36:43,3572.67
231,231,Cash,2025-09-13 19:05:46,611.24
232,232,PayPal,2026-01-10 01:36:35,1926.49
233,233,Bank Transfer,2024-10-05 22:59:37,2729.83
234,234,Bank Transfer,2025-01-10 08:15:07,4120.93
235,235,Bank Transfer,2026-05-07 02:19:24,2184.88
236,236,PayPal,2025-07-09 08:27:42,3217.8
237,237,Credit Card,2025-03-20 02:54:18,2888.92
238,238,PayPal,2025-08-02 04:10:46,1246.35
239,239,Credit Card,2026-01-04 13:58:39,451.95
240,240,PayPal,2025-08-03 17:00:05,954.04
241,241,PayPal,2024-08-17 17:42:02,3244.34
242,242,Cash,2025-02-05 23:25:40,30.06
243,243,PayPal,2025-12-07 14:37:37,840.56
244,244,Bank Transfer,2025-11-04 13:09:20,2421.78
245,245,PayPal,2025-02-16 15:30:51,2485.74
246,246,Bank Transfer,2025-12-15 09:18:32,1623.79
247,247,Bank Transfer,2025-07-18 08:55:46,688.84
248,248,Cash,2025-12-15 02:28:31,2719.21
249,249,Credit Card,2025-07-11 21:42:01,2407.97
250,250,Credit Card,2025-02-06 05:21:29,1389.18
251,251,PayPal,2026-02-07 07:26:04,1341.3
252,252,Credit Card,2025-10-02 05:10:16,828.48
253,253,PayPal,2024-12-12 23:04:13,383.34
254,254,PayPal,2024-11-25 17:02:44,132.88
255,255,Credit Card,2025-02-06 11:17:43,153.69
256,256,Cash,2026-06-19 20:24:13,1247.02
257,257,Cash,2024-10-05 16:25:34,3698.46
258,258,Bank Transfer,2025-04-28 21:41:26,756.02
259,259,Cash,2026-01-12 09:56:15,2410.71
260,260,Bank Transfer,2025-07-19 15:52:10,962.34
261,261,Cash,2025-04-07 13:16:14,2348.38
262,262,PayPal,2026-06-11 12:54:36,1024.25
263,263,Credit Card,2026-04-25 07:35:26,571.52
264,264,Cash,2025-10-05 19:38:42,4104.64
265,265,Credit Card,2025-10-24 05:56:44,877.17
266,266,Cash,2025-11-09 12:50:24,1117.02
267,267,PayPal,2025-08-03 00:38:08,1629.84
268,268,PayPal,2025-07-22 14:01:04,2489.01
269,269,Bank Transfer,2025-06-27 09:26:47,3013.35
270,270,Cash,2025-08-25 03:34:06,1966.78
271,271,Credit Card,2025-07-09 19:53:56,1217.25
272,272,Cash,2026-03-01 21:36:12,1927.59
273,273,Cash,2025-12-22 03:03:11,4157.61
274,274,Bank Transfer,2025-07-27 07:43:48,2435.59
275,275,PayPal,2024-12-09 09:08:13,741.22
276,276,PayPal,2026-03-07 01:57:06,1965.8
277,277,Bank Transfer,2025-02-28 10:37:15,4209.4
278,278,PayPal,2026-01-08 22:02:25,260.1
279,279,Credit Card,2026-06-23 05:39:18,3849.16
280,280,Cash,2026-07-09 03:58:24,29.34
281,281,Cash,2025-08-10 21:38:56,1751.15
282,282,PayPal,2024-12-28 16:28:28,2404.59
283,283,Cash,2024-11-13 15:45:01,3010.19
284,284,Credit Card,2025-11-02 07:32:47,161.16
285,285,PayPal,2026-06-24 15:57:28,773.4
286,286,Credit Card,2025-03-26 06:45:14,538.71
287,287,PayPal,2025-03-03 22:28:28,2766.99
288,288,Bank Transfer,2026-04-27 18:25:10,4652.65
289,289,Bank Transfer,2024-09-04 19:32:00,2374.5
290,290,Credit Card,2024-12-23 17:04:45,2425.17
291,291,Credit Card,2024-10-29 12:42:26,2339.16
292,292,Cash,2024-08-20 10:23:28,2283.25
293,293,Bank Transfer,2025-03-27 17:21:08,15.84
294,294,Bank Transfer,2025-05-01 17:07:05,2438.86
295,295,Credit Card,2025-09-24 04:46:19,1832.38
296,296,Cash,2026-05-07 13:58:28,2217.54
297,297,Credit Card,2025-03-18 07:41:18,2976.92
298,298,Credit Card,2025-07-19 01:19:41,642.08
299,299,Cash,2025-04-18 09:17:26,1619.09
300,300,Credit Card,2025-01-28 15:01:05,2206.08
301,301,Cash,2024-10-19 17:42:26,1748.0
302,302,Credit Card,2026-07-28 07:21:07,2237.85
303,303,Credit Card,2024-09-11 04:45:57,341.18
304,304,Credit Card,2025-10-02 21:13:12,1558.24
305,305,Credit Card,2025-10-16 07:52:30,2468.96
306,306,PayPal,2026-01-13 21:03:39,2353.8
307,307,Bank Transfer,2025-08-16 00:43:27,1053.23
308,308,Cash,2026-04-01 19:24:22,856.66
309,309,Cash,2026-07-29 15:47:01,1060.94
310,310,Bank Transfer,2025-09-06 07:16:22,3393.88
311,311,Cash,2025-09-13 20:17:25,212.93
312,312,Bank Transfer,2025-12-29 12:32:56,1318.35
313,313,PayPal,2025-10-24 14:51:46,983.2
314,314,Cash,2025-08-03 05:31:24,1447.21
315,315,Bank Transfer,2025-02-25 09:42:29,696.92
316,316,Credit Card,2026-05-01 22:55:33,469.9
317,317,Credit Card,2026-01-05 15:27:30,753.46
318,318,Bank Transfer,2025-07-16 18:58:13,1872.77
319,319,Credit Card,2025-01-27 05:27:48,3716.54
320,320,Credit Card,2024-11-03 19:25:54,2536.64
321,321,Bank Transfer,2025-07-28 01:36:27,2740.74
322,322,Cash,2025-05-22 03:57:50,237.82
323,323,Cash,2025-08-13 20:43:37,1600.6
324,324,PayPal,2025-05-28 06:20:26,1094.36
325,325,PayPal,2025-09-11 18:59:52,1242.64
326,326,Cash,2025-01-21 19:38:16,630.44
327,327,Cash,2026-05-31 14:57:52,2389.03
328,328,Credit Card,2025-06-12 03:49:28,1108.65
329,329,Credit Card,2025-01-05 07:19:18,3917.94
330,330,PayPal,2025-01-20 18:43:09,2379.43
331,331,Credit Card,2026-01-11 02:37:36,1098.18
332,332,Cash,2026-02-14 04:33:48,3694.03
333,333,Bank Transfer,2025-12-05 14:56:19,1502.33
334,334,PayPal,2025-06-06 04:06:10,1007.25
335,335,PayPal,2026-04-25 22:21:52,1836.15
336,336,PayPal,2026-07-19 18:34:46,2736.86
337,337,PayPal,2026-05-01 21:43:24,29.34
338,338,Credit Card,2026-04-01 14:23:33,712.72
339,339,Credit Card,2025-08-26 14:10:57,3989.59
340,340,Bank Transfer,2024-12-25 06:10:57,2216.71
341,341,Bank Transfer,2025-04-01 01:25:58,1562.38
342,342,Cash,2025-06-01 00:26:13,1020.95
343,343,Credit Card,2026-03-28 08:58:57,2412.04
344,344,PayPal,2024-09-02 22:55:01,816.24
345,345,Bank Transfer,2025-02-17 23:38:46,3052.76
346,346,Cash,2026-03-27 18:50:05,3237.17
347,347,Cash,2026-07-11 22:50:46,2640.99
348,348,Cash,2026-07-23 05:00:46,1191.6
349,349,Cash,2024-10-06 02:04:42,2608.2
350,350,PayPal,2025-12-26 07:09:26,3528.39
351,351,PayPal,2026-01-17 16:27:04,3714.35
352,352,Credit Card,2025-03-12 00:41:38,2999.8
353,353,Credit Card,2025-12-06 19:19:05,573.18
354,354,PayPal,2026-02-13 00:30:03,750.68
355,355,PayPal,2025-08-01 07:06:45,517.05
356,356,Bank Transfer,2025-10-14 08:24:10,674.24
357,357,Credit Card,2026-04-07 05:39:52,304.39
358,358,Bank Transfer,2026-02-15 16:30:16,860.0
359,359,Credit Card,2026-08-06 16:58:38,3927.26
360,360,Cash,2026-06-05 09:16:21,975.22
361,361,Credit Card,2025-08-13 00:17:41,2457.29
362,362,Cash,2025-02-26 17:57:47,2685.59
363,363,Bank Transfer,2024-10-31 20:49:13,994.27
364,364,Bank Transfer,2026-04-15 16:35:44,4122.54
365,365,PayPal,2025-09-13 03:22:25,3550.81
366,366,Credit Card,2025-02-26 05:38:07,843.35
367,367,Cash,2026-04-02 17:04:14,1220.5
368,368,Credit Card,2025-04-17 12:55:46,2285.11
369,369,Bank Transfer,2024-11-06 05:48:34,1420.62
370,370,Bank Transfer,2026-07-15 04:41:38,2546.18
371,371,Credit Card,2025-04-09 23:18:45,650.96
372,372,Cash,2025-05-24 18:42:07,2971.63
373,373,Bank Transfer,2025-12-04 00:38:19,4372.38
374,374,Bank Transfer,2026-01-28 10:40:27,322.92
375,375,Cash,2025-09-17 22:55:51,2809.93
376,376,Bank Transfer,2025-06-13 12:18:20,5959.62
377,377,Credit Card,2024-09-29 10:04:38,1339.07
378,378,Credit Card,2025-06-30 10:33:55,2495.28
379,379,Credit Card,2025-03-23 00:02:39,1727.94
380,380,Credit Card,2025-01-21 15:49:21,838.83
381,381,Bank Transfer,2025-11-12 16:51:32,2302.72
382,382,Bank Transfer,2025-05-15 01:07:48,2508.98
383,383,Bank Transfer,2025-07-11 17:36:25,1847.91
384,384,Cash,2025-07-08 19:39:41,1637.53
385,385,Credit Card,2025-02-02 06:08:43,4693.46
386,386,Bank Transfer,2024-09-27 13:43:31,977.22
387,387,Credit Card,2026-01-21 06:48:22,1345.44
388,388,Credit Card,2024-08-14 03:39:53,3498.7
389,389,PayPal,2025-02-01 03:29:05,2341.9
390,390,PayPal,2024-08-17 21:19:08,1139.08
391,391,Cash,2025-03-30 21:05:04,1972.71
392,392,PayPal,2026-03-21 13:39:49,2498.17
393,393,Cash,2025-04-19 00:12:47,3191.07
394,394,PayPal,2025-12-28 02:51:05,2459.35
395,395,Cash,2026-01-17 08:33:39,1356.01
396,396,Credit Card,2025-07-04 11:39:37,3054.81
397,397,Bank Transfer,2024-11-16 18:24:44,2095.66
398,398,Credit Card,2026-07-04 13:21:00,2388.27
399,399,Credit Card,2026-04-25 21:46:17,2041.98
400,400,Cash,2025-08-31 03:34:27,1363.66
401,401,Bank Transfer,2026-02-01 01:39:38,2754.05
402,402,PayPal,2025-12-30 12:01:00,3889.81
403,403,Bank Transfer,2026-05-02 07:26:09,1512.96
404,404,PayPal,2024-10-21 00:59:45,3491.53
405,405,PayPal,2025-04-02 23:38:36,105.78
406,406,Bank Transfer,2025-07-25 21:35:12,1004.7
407,407,PayPal,2025-02-06 13:30:37,173.28
408,408,Cash,2025-10-20 15:48:00,1872.56
409,409,Cash,2025-01-21 02:10:41,2532.62
410,410,Credit Card,2026-05-14 06:31:44,4151.59
411,411,PayPal,2025-09-30 03:47:49,1959.92
412,412,PayPal,2026-06-12 18:20:53,917.7
413,413,Credit Card,2024-12-08 00:31:18,2587.09
414,414,Cash,2025-03-31 00:48:11,1118.86
415,415,Credit Card,2026-07-05 16:38:20,2714.08
416,416,Cash,2025-07-01 02:53:20,3712.04
417,417,PayPal,2025-10-21 10:12:46,2947.85
418,418,Bank Transfer,2026-07-27 13:44:41,1408.92
419,419,Credit Card,2026-04-28 18:12:17,284.37
420,420,PayPal,2026-03-23 06:45:18,4107.27
421,421,Cash,2025-09-27 00:01:04,2643.83
422,422,Cash,2026-04-07 06:25:10,1725.48
423,423,Cash,2025-03-24 10:49:34,1833.01
424,424,PayPal,2026-07-22 02:13:56,2617.66
425,425,Bank Transfer,2026-08-03 06:06:47,223.68
426,426,Credit Card,2025-07-06 09:12:30,3730.72
427,427,Cash,2025-01-23 03:13:47,2531.86
428,428,PayPal,2025-04-02 16:05:48,777.49
429,429,Bank Transfer,2024-09-21 11:22:56,985.55
430,430,Cash,2025-07-12 23:51:49,2330.47
431,431,Credit Card,2025-12-27 18:27:54,3072.26
432,432,Cash,2025-10-28 22:19:39,2191.23
433,433,Cash,2024-12-27 15:05:17,1486.56
434,434,Bank Transfer,2026-06-27 22:33:40,1125.99
435,435,Credit Card,2026-02-11 20:32:32,1874.48
436,436,Bank Transfer,2025-09-14 23:28:02,2669.62
437,437,PayPal,2024-08-29 06:38:17,965.08
438,438,PayPal,2026-04-13 12:33:39,2103.73
439,439,Bank Transfer,2024-11-27 00:02:07,2850.24
440,440,Credit Card,2024-08-31 04:00:42,1218.12
441,441,Cash,2026-03-15 20:23:11,318.28
442,442,Bank Transfer,2025-06-26 17:41:35,1643.82
443,443,Credit Card,2025-08-01 09:43:14,1124.31
444,444,Bank Transfer,2025-01-15 15:58:32,1679.0
445,445,Bank Transfer,2026-04-22 00:36:21,879.32
446,446,Bank Transfer,2025-08-14 00:14:12,5629.61
447,447,Bank Transfer,2025-06-24 23:46:03,3617.56
448,448,Credit Card,2024-10-17 23:46:18,828.6
449,449,PayPal,2024-09-17 06:46:44,2150.41
450,450,Credit Card,2025-01-16 23:50:34,178.82
451,451,PayPal,2026-01-11 11:53:30,3133.71
452,452,PayPal,2025-03-30 06:42:21,578.01
453,453,Bank Transfer,2025-04-25 09:26:43,5545.14
454,454,Credit Card,2026-03-18 09:09:43,1437.86
455,455,Credit Card,2024-08-11 08:37:54,643.04
456,456,Cash,2026-01-05 03:47:12,5003.37
457,457,PayPal,2025-08-16 21:18:01,3249.27
458,458,Bank Transfer,2025-04-04 18:27:53,195.67
459,459,Credit Card,2024-12-04 01:43:18,2802.77
460,460,PayPal,2025-04-12 05:57:24,2891.15
461,461,PayPal,2026-04-06 17:02:35,1676.27
462,462,PayPal,2026-06-06 19:04:40,456.92
463,463,Credit Card,2024-11-26 23:18:06,3803.07
464,464,PayPal,2025-03-19 09:04:46,434.84
465,465,PayPal,2025-12-12 01:28:26,1979.65
466,466,PayPal,2025-06-18 09:44:05,4393.64
467,467,Cash,2025-05-12 19:02:12,4684.46
468,468,Bank Transfer,2024-11-28 05:32:10,80.28
469,469,Bank Transfer,2025-11-22 14:16:42,4344.98
470,470,Credit Card,2025-02-18 02:02:17,1151.28
471,471,Credit Card,2024-08-24 18:05:34,2324.96
472,472,PayPal,2026-07-12 09:53:05,506.76
473,473,Credit Card,2026-01-18 18:17:37,2010.47
474,474,Bank Transfer,2026-03-29 07:58:30,1840.71
475,475,Cash,2026-04-13 03:55:54,1494.33
476,476,Bank Transfer,2025-07-18 19:25:57,1853.09
477,477,Bank Transfer,2025-12-14 03:32:32,1242.53
478,478,PayPal,2024-08-29 18:05:52,1592.34
479,479,PayPal,2025-07-21 22:23:22,490.76
480,480,Bank Transfer,2025-07-04 06:13:52,2272.56
481,481,PayPal,2025-03-24 10:14:55,1268.52
482,482,Credit Card,2025-05-18 09:36:20,2685.77
483,483,Credit Card,2025-12-24 07:20:53,1701.46
484,484,Cash,2024-09-15 04:38:11,770.68
485,485,Cash,2025-12-25 15:36:05,722.12
486,486,PayPal,2025-07-25 12:20:16,1931.64
487,487,Credit Card,2025-03-31 06:51:01,2901.3
488,488,PayPal,2024-10-26 07:07:02,556.52
489,489,Cash,2025-06-10 12:47:54,146.2
490,490,Bank Transfer,2026-06-29 10:58:47,1320.96
491,491,PayPal,2026-03-21 12:52:38,2085.83
492,492,Credit Card,2026-01-22 03:39:42,3957.9
493,493,Bank Transfer,2024-12-24 00:15:14,168.74
494,494,PayPal,2026-05-18 20:30:04,226.46
495,495,PayPal,2026-07-11 20:16:01,2730.68
496,496,Credit Card,2024-11-08 19:33:27,789.78
497,497,PayPal,2026-03-23 20:55:26,3722.93
498,498,Credit Card,2024-12-18 11:44:41,1659.17
499,499,Cash,2024-09-18 16:15:43,1478.19
500,500,Bank Transfer,2024-09-26 13:27:35,1054.74
501,501,Credit Card,2024-12-23 22:17:13,1617.85
502,502,Credit Card,2026-02-24 18:40:33,894.19
503,503,Bank Transfer,2024-08-26 23:57:41,1266.51
504,504,PayPal,2026-06-05 14:31:09,716.62
505,505,Credit Card,2025-12-26 03:18:03,455.61
506,506,PayPal,2025-09-05 18:33:04,1724.14
507,507,Bank Transfer,2025-05-07 07:11:04,552.68
