order_item_id,order_id,product_id,quantity,price
106,36,62,4,492.73
107,37,113,1,291.56
108,37,173,4,195.67
109,38,218,1,389.95
110,39,89,4,172.95
111,39,43,3,249.29
112,39,130,4,469.77
113,40,214,3,453.89
114,41,136,3,453.14
115,42,190,2,223.68
116,43,134,3,105.78
117,43,177,2,336.96
118,43,213,3,446.55
119,43,189,3,305.3
120,44,294,1,168.74
121,45,238,1,68.18
122,45,131,4,62.14
123,46,70,1,482.36
124,46,97,2,378.01
125,46,228,2,14.67
126,46,201,3,101.25
127,47,160,2,409.21
128,47,244,4,166.79
129,48,249,3,326.82
130,49,160,4,409.21
131,50,139,1,386.7
132,50,88,4,53.72
133,50,64,2,285.84
134,51,98,3,206.17
135,51,80,3,142.85
136,51,181,3,153.66
137,52,45,2,84.19
138,52,74,4,64.9
139,52,79,1,168.56
140,52,107,3,160.23
141,53,185,3,375.33
142,54,5,3,213.85
143,55,68,3,473.69
144,55,73,4,189.84
145,55,174,1,131.09
146,56,206,1,92.06
147,56,262,3,416.13
148,56,270,2,219.59
149,57,225,2,273.59
150,58,37,2,252.12
151,58,201,2,101.25
152,58,106,3,369.19
153,58,17,2,270.43
154,59,109,4,82.93
155,59,272,1,80.73
156,59,128,2,266.83
157,59,209,4,71.0
158,59,82,4,441.78
159,60,125,2,146.07
160,60,210,2,267.91
161,61,229,4,193.29
162,61,225,3,273.59
163,61,223,3,348.51
164,61,260,1,479.3
165,62,150,4,437.98
166,62,276,4,366.86
167,62,235,3,19.37
168,62,299,2,370.61
169,62,295,3,139.1
170,63,100,1,192.59
171,63,104,4,360.61
172,63,251,3,103.68
173,64,81,4,271.92
174,64,210,3,267.91
175,64,3,3,369.55
176,64,118,4,69.78
177,65,225,2,273.59
178,65,96,1,12.31
179,65,98,1,206.17
180,65,204,1,376.73
181,66,55,4,93.43
182,66,231,1,446.36
183,67,125,3,146.07
184,67,22,2,148.25
185,67,284,2,300.1
186,68,103,1,497.73
187,68,164,1,432.85
188,69,9,1,114.12
189,69,204,4,376.73
190,69,144,1,187.76
191,69,81,2,271.92
192,69,217,2,420.73
193,70,30,1,192.83
194,70,114,3,45.58
195,70,100,1,192.59
196,70,57,3,256.29
197,70,142,2,60.38
198,71,248,1,30.78
199,71,185,4,375.33
200,71,126,3,273.89
201,71,45,3,84.19
202,71,297,1,64.18
203,72,194,4,333.61
204,73,257,4,390.01
205,74,121,4,499.23
206,74,181,1,153.66
207,75,204,1,376.73
208,75,73,4,189.84
209,75,90,2,128.08
210,76,254,2,235.19
211,76,75,3,172.35
212,76,54,2,361.24
213,77,51,2,137.08
214,77,173,1,195.67
215,77,213,2,446.55
216,77,34,1,161.15
217,78,149,1,180.07
218,78,40,3,374.77
219,78,246,4,213.67
220,78,10,4,405.67
221,78,70,1,482.36
222,79,289,4,226.85
223,80,95,4,30.04
224,80,272,4,80.73
225,80,215,3,83.78
226,81,274,2,309.88
227,82,283,1,132.88
228,82,201,2,101.25
229,82,59,3,476.98
230,82,22,4,148.25
231,83,242,2,233.54
232,83,28,4,306.52
233,84,144,2,187.76
234,85,10,2,405.67
235,85,6,2,113.23
236,85,14,1,50.91
237,85,175,4,5.84
238,85,91,4,227.06
239,86,247,1,237.8
240,87,146,4,185.5
241,87,147,3,24.75
242,88,268,2,325.53
243,88,33,2,118.38
244,88,87,4,31.81
245,88,117,1,160.52
246,89,90,2,128.08
247,89,107,2,160.23
248,89,70,4,482.36
249,90,168,3,439.13
250,90,20,1,290.79
251,91,128,3,266.83
252,91,251,3,103.68
253,91,150,2,437.98
254,92,260,4,479.3
255,93,185,3,375.33
256,93,233,1,400.93
257,93,30,4,192.83
258,94,89,3,172.95
259,94,220,2,358.2
260,94,205,4,57.76
261,94,268,2,325.53
262,94,245,3,192.67
263,95,188,1,109.04
264,95,144,3,187.76
265,95,279,2,376.49
266,96,253,3,336.38
267,96,20,1,290.79
268,96,256,4,482.05
269,96,17,1,270.43
270,96,97,1,378.01
271,97,75,1,172.35
272,97,40,2,374.77
273,97,186,1,286.71
274,97,145,2,217.74
275,98,122,1,271.13
276,98,192,4,480.12
277,99,216,3,227.78
278,99,10,1,405.67
279,99,25,1,185.59
280,99,160,4,409.21
281,99,16,1,404.53
282,100,103,2,497.73
283,100,168,2,439.13
284,100,4,4,446.63
285,100,86,2,208.5
286,100,197,1,103.57
287,101,107,1,160.23
288,101,199,3,425.62
289,101,67,4,67.25
290,101,205,2,57.76
291,101,119,1,231.33
292,102,49,3,471.5
293,102,27,2,468.64
294,102,98,1,206.17
295,102,4,1,446.63
296,103,44,4,431.25
297,103,62,3,492.73
298,103,163,4,100.6
299,103,129,1,279.53
300,104,57,3,256.29
301,104,15,1,424.51
302,104,6,1,113.23
303,105,212,4,224.07
304,105,120,3,40.91
305,105,81,4,271.92
306,106,187,3,417.69
307,106,45,4,84.19
308,107,123,3,70.57
309,107,94,3,431.37
310,107,57,2,256.29
311,107,15,2,424.51
312,108,270,4,219.59
313,108,246,1,213.67
314,109,204,4,376.73
315,110,217,1,420.73
316,110,87,3,31.81
317,110,298,2,346.63
318,111,188,4,109.04
319,111,226,4,107.38
320,112,42,3,498.68
321,112,297,1,64.18
322,112,189,4,305.3
323,113,256,3,482.05
324,114,78,2,118.33
325,114,254,4,235.19
326,115,84,4,206.49
327,115,63,3,123.53
328,115,270,4,219.59
329,116,269,1,212.93
330,116,206,2,92.06
331,116,51,4,137.08
332,116,55,3,93.43
333,116,59,1,476.98
334,117,133,2,304.39
335,118,60,2,5.28
336,118,150,3,437.98
337,118,187,3,417.69
338,119,226,2,107.38
339,119,39,2,373.77
340,119,228,1,14.67
341,119,241,3,323.16
342,120,294,1,168.74
343,121,206,3,92.06
344,121,159,3,430.0
345,121,28,3,306.52
346,121,244,1,166.79
347,122,131,1,62.14
348,122,63,1,123.53
349,123,207,1,234.95
350,123,237,1,86.7
351,123,199,1,425.62
352,123,106,1,369.19
353,124,54,2,361.24
354,125,110,2,426.41
355,125,47,1,299.96
356,125,233,2,400.93
357,125,16,2,404.53
358,126,241,4,323.16
359,126,184,4,213.12
360,126,133,1,304.39
361,127,33,1,118.38
362,128,149,2,180.07
363,128,205,1,57.76
364,128,225,2,273.59
365,129,39,1,373.77
366,129,216,3,227.78
367,129,106,3,369.19
368,130,156,1,432.71
369,130,63,3,123.53
370,131,163,3,100.6
371,131,203,4,329.75
372,131,74,3,64.9
373,131,271,2,446.33
374,132,118,1,69.78
375,132,218,3,389.95
376,133,38,1,75.72
377,133,217,3,420.73
378,134,29,2,365.92
379,134,266,3,25.33
380,134,51,3,137.08
381,134,77,2,40.14
382,135,217,4,420.73
383,135,164,2,432.85
384,135,34,4,161.15
385,136,218,3,389.95
386,136,167,2,168.92
387,136,120,1,40.91
388,137,139,3,386.7
389,137,5,4,213.85
390,137,18,3,278.26
391,137,148,1,342.62
392,138,110,4,426.41
393,139,115,3,284.79
394,140,124,1,39.05
395,140,7,4,18.14
396,140,279,1,376.49
397,140,248,4,30.78
398,141,165,4,178.82
399,141,193,1,331.13
400,141,58,2,190.09
401,141,8,3,326.69
402,141,55,3,93.43
403,142,146,4,185.5
404,142,157,4,137.07
405,142,124,2,39.05
406,143,115,3,284.79
407,143,241,2,323.16
408,143,222,4,73.5
409,144,49,4,471.5
410,145,185,2,375.33
411,145,186,2,286.71
412,145,40,4,374.77
413,145,164,1,432.85
414,145,131,1,62.14
415,146,110,4,426.41
416,146,10,1,405.67
417,146,60,3,5.28
418,146,204,4,376.73
419,146,138,1,141.96
420,147,184,2,213.12
421,147,290,1,150.65
422,147,168,3,439.13
423,147,17,3,270.43
424,147,248,2,30.78
425,148,35,3,109.44
426,148,229,2,193.29
427,148,200,4,210.15
428,148,259,1,159.42
429,148,204,2,376.73
430,149,89,3,172.95
431,149,40,4,374.77
432,149,49,1,471.5
433,149,178,3,39.64
434,149,19,4,311.17
435,150,250,1,24.93
436,150,262,1,416.13
437,151,258,2,58.51
438,151,46,1,300.22
439,151,77,1,40.14
440,151,236,3,341.18
441,152,72,2,159.3
442,152,83,2,125.28
443,152,124,1,39.05
444,152,95,3,30.04
445,152,200,4,210.15
446,153,71,3,366.32
447,153,2,2,141.14
448,153,266,3,25.33
449,153,220,1,358.2
450,154,90,4,128.08
451,154,60,3,5.28
452,154,48,2,129.45
453,154,143,2,78.78
454,155,254,2,235.19
455,155,74,2,64.9
456,155,162,4,117.66
457,155,120,4,40.91
458,156,93,1,462.02
459,156,159,2,430.0
460,156,7,3,18.14
461,157,18,4,278.26
462,157,123,4,70.57
463,158,58,3,190.09
464,158,261,4,103.17
465,158,34,3,161.15
466,159,176,1,344.99
467,159,169,2,292.39
468,160,116,1,134.08
469,160,295,3,139.1
470,160,184,4,213.12
471,161,115,4,284.79
472,161,152,2,85.44
473,161,251,2,103.68
474,161,236,3,341.18
475,162,77,2,40.14
476,162,267,1,332.45
477,162,217,1,420.73
478,162,66,2,489.1
479,163,123,3,70.57
480,164,53,1,229.59
481,165,107,1,160.23
482,165,55,1,93.43
483,166,169,2,292.39
484,166,191,1,258.03
485,166,92,3,142.88
486,166,208,3,459.15
487,167,148,1,342.62
488,167,88,2,53.72
489,167,72,2,159.3
490,167,93,2,462.02
491,167,18,4,278.26
492,168,269,3,212.93
493,168,243,1,192.66
494,169,156,2,432.71
495,169,300,1,296.85
496,169,128,4,266.83
497,169,7,3,18.14
498,169,288,4,240.67
499,170,106,4,369.19
500,170,87,1,31.81
501,170,116,1,134.08
502,170,218,2,389.95
503,170,72,4,159.3
504,171,265,1,399.13
505,172,108,4,241.01
506,172,35,3,109.44
507,172,55,2,93.43
508,172,39,4,373.77
509,172,279,3,376.49
510,173,279,2,376.49
511,173,277,1,426.6
512,173,102,4,146.2
513,174,225,2,273.59
514,174,279,1,376.49
515,174,50,2,61.7
516,175,229,1,193.29
517,175,129,3,279.53
518,176,87,3,31.81
519,176,188,3,109.04
520,176,158,1,58.51
521,176,226,4,107.38
522,177,8,3,326.69
523,178,183,3,151.35
524,178,260,2,479.3
525,179,136,1,453.14
526,179,64,1,285.84
527,180,92,2,142.88
528,180,265,3,399.13
529,180,30,2,192.83
530,180,274,3,309.88
531,180,252,4,80.43
532,181,284,2,300.1
533,181,175,4,5.84
534,181,182,2,207.15
535,181,238,1,68.18
536,181,191,4,258.03
537,182,52,3,60.22
538,182,121,2,499.23
539,182,18,4,278.26
540,183,196,4,338.03
541,184,253,1,336.38
542,184,206,2,92.06
543,184,120,1,40.91
544,184,52,1,60.22
545,185,48,1,129.45
546,185,171,3,365.63
547,185,113,1,291.56
548,185,126,4,273.89
549,186,59,2,476.98
550,186,131,1,62.14
551,187,250,4,24.93
552,187,40,4,374.77
553,188,111,4,38.64
554,189,109,1,82.93
555,189,213,1,446.55
556,189,276,2,366.86
557,189,27,1,468.64
558,189,147,3,24.75
559,190,67,1,67.25
560,190,245,2,192.67
561,190,50,4,61.7
562,190,94,3,431.37
563,190,230,3,152.81
564,191,153,4,92.64
565,191,287,3,279.81
566,192,125,2,146.07
567,192,185,3,375.33
568,192,32,4,422.21
569,192,169,2,292.39
570,193,13,3,478.82
571,193,113,4,291.56
572,193,226,1,107.38
573,193,67,1,67.25
574,193,231,2,446.36
575,194,177,4,336.96
576,195,12,2,173.42
577,195,161,3,156.07
578,195,6,1,113.23
579,195,292,4,187.67
580,195,277,3,426.6
581,196,165,4,178.82
582,196,168,4,439.13
583,196,276,1,366.86
584,197,135,3,135.67
585,197,95,1,30.04
586,197,162,3,117.66
587,197,29,3,365.92
588,198,190,3,223.68
589,199,248,3,30.78
590,199,5,2,213.85
591,199,25,1,185.59
592,199,202,4,249.72
593,200,125,1,146.07
594,200,13,1,478.82
595,200,115,3,284.79
596,201,156,1,432.71
597,202,276,1,366.86
598,202,199,4,425.62
599,202,10,1,405.67
600,203,140,4,84.98
601,203,184,3,213.12
602,203,266,3,25.33
603,204,26,1,108.71
604,205,151,1,81.5
605,206,150,4,437.98
606,207,184,3,213.12
607,207,237,4,86.7
608,207,271,2,446.33
609,208,275,4,244.33
610,208,180,2,424.77
611,208,185,4,375.33
612,209,145,2,217.74
613,210,203,4,329.75
614,210,69,3,266.2
615,210,228,4,14.67
616,211,43,2,249.29
617,212,21,4,27.68
618,212,170,1,58.66
619,212,46,1,300.22
620,212,88,1,53.72
621,212,197,3,103.57
622,213,191,1,258.03
623,213,286,1,124.47
624,214,290,3,150.65
625,214,12,3,173.42
626,214,124,1,39.05
627,215,12,4,173.42
628,215,37,4,252.12
629,215,132,1,278.85
630,216,141,4,354.31
631,216,248,4,30.78
632,216,97,1,378.01
633,216,21,2,27.68
634,217,127,1,492.01
635,217,299,4,370.61
636,218,242,1,233.54
637,218,84,3,206.49
638,218,158,4,58.51
639,218,52,4,60.22
640,219,131,3,62.14
641,219,143,4,78.78
642,219,215,3,83.78
643,219,188,2,109.04
644,219,129,3,279.53
645,220,278,2,47.9
646,221,261,1,103.17
647,221,46,2,300.22
648,222,66,3,489.1
649,222,143,4,78.78
650,222,81,4,271.92
651,222,167,1,168.92
652,223,154,3,93.78
653,223,11,1,403.88
654,223,295,3,139.1
655,224,174,3,131.09
656,224,208,2,459.15
657,224,297,2,64.18
658,224,149,4,180.07
659,225,10,4,405.67
660,225,125,4,146.07
661,225,204,4,376.73
662,225,215,3,83.78
663,225,293,4,175.16
664,226,232,1,271.42
665,226,165,2,178.82
666,227,76,3,118.91
667,227,58,1,190.09
668,227,276,4,366.86
669,228,217,2,420.73
670,229,293,4,175.16
671,229,157,4,137.07
672,229,223,4,348.51
673,229,222,4,73.5
674,229,205,1,57.76
675,230,42,1,498.68
676,230,98,3,206.17
677,230,84,4,206.49
678,230,130,2,469.77
679,230,176,2,344.99
680,231,230,4,152.81
681,232,255,1,187.6
682,232,272,3,80.73
683,232,216,4,227.78
684,232,164,1,432.85
685,232,14,3,50.91
686,233,109,4,82.93
687,233,249,1,326.82
688,233,156,3,432.71
689,233,229,4,193.29
690,234,57,3,256.29
691,234,18,3,278.26
692,234,231,4,446.36
693,234,29,2,365.92
694,235,10,1,405.67
695,235,185,3,375.33
696,235,145,3,217.74
697,236,145,1,217.74
698,236,276,3,366.86
699,236,235,3,19.37
700,236,68,3,473.69
701,236,200,2,210.15
702,237,133,3,304.39
703,237,282,3,246.34
704,237,183,3,151.35
705,237,173,4,195.67
706,238,210,2,267.91
707,238,124,3,39.05
708,238,140,2,84.98
709,238,2,3,141.14
710,239,290,3,150.65
711,240,6,4,113.23
712,240,83,4,125.28
713,241,67,2,67.25
714,241,244,4,166.79
715,241,293,3,175.16
716,241,260,4,479.3
717,242,285,3,10.02
718,243,219,4,123.43
719,243,12,2,173.42
720,244,217,1,420.73
721,244,96,4,12.31
722,244,223,3,348.51
723,244,136,2,453.14
724,245,147,2,24.75
725,245,185,1,375.33
726,245,29,4,365.92
727,245,204,1,376.73
728,245,222,3,73.5
729,246,245,4,192.67
730,246,240,3,284.37
731,247,143,4,78.78
732,247,55,4,93.43
733,248,289,1,226.85
734,248,58,4,190.09
735,248,99,4,433.0
736,249,171,1,365.63
737,249,242,2,233.54
738,249,176,2,344.99
739,249,177,1,336.96
740,249,51,4,137.08
741,250,38,3,75.72
742,250,219,4,123.43
743,250,272,1,80.73
744,250,246,2,213.67
745,250,107,1,160.23
746,251,24,1,142.6
747,251,269,1,212.93
748,251,101,2,463.63
749,251,158,1,58.51
750,252,107,4,160.23
751,252,154,2,93.78
752,253,222,2,73.5
753,253,143,3,78.78
754,254,283,1,132.88
755,255,195,3,51.23
756,256,61,1,14.64
757,256,90,3,128.08
758,256,216,3,227.78
759,256,21,2,27.68
760,256,35,1,109.44
761,257,80,4,142.85
762,257,49,3,471.5
763,257,223,3,348.51
764,257,179,1,168.45
765,257,43,2,249.29
766,258,97,2,378.01
767,259,31,3,280.69
768,259,198,4,126.2
769,259,222,3,73.5
770,259,79,2,168.56
771,259,294,3,168.74
772,260,286,2,124.47
773,260,247,3,237.8
774,261,82,3,441.78
775,261,198,2,126.2
776,261,243,4,192.66
777,262,157,3,137.07
778,262,28,2,306.52
779,263,92,4,142.88
780,264,70,1,482.36
781,264,233,2,400.93
782,264,39,4,373.77
783,264,82,3,441.78
784,265,169,3,292.39
785,266,81,4,271.92
786,266,228,2,14.67
787,267,157,2,137.07
788,267,239,2,18.35
789,267,203,4,329.75
790,268,124,3,39.05
791,268,41,2,293.85
792,268,270,4,219.59
793,268,227,2,452.9
794,269,250,4,24.93
795,269,132,4,278.85
796,269,276,4,366.86
797,269,43,1,249.29
798,269,151,1,81.5
799,270,195,2,51.23
800,270,194,4,333.61
801,270,161,2,156.07
802,270,145,1,217.74
803,271,249,2,326.82
804,271,39,1,373.77
805,271,73,1,189.84
806,272,11,3,403.88
807,272,40,1,374.77
808,272,236,1,341.18
809,273,36,2,360.37
810,273,144,2,187.76
811,273,128,4,266.83
812,273,29,2,365.92
813,273,217,3,420.73
814,274,271,1,446.33
815,274,150,4,437.98
816,274,114,3,45.58
817,274,163,1,100.6
818,275,299,2,370.61
819,276,108,1,241.01
820,276,41,1,293.85
821,276,59,3,476.98
822,277,155,3,465.75
823,277,203,4,329.75
824,277,116,1,134.08
825,277,113,4,291.56
826,277,30,1,192.83
827,278,237,3,86.7
828,279,98,1,206.17
829,279,231,3,446.36
830,279,213,1,446.55
831,279,256,2,482.05
832,279,4,2,446.63
833,280,228,2,14.67
834,281,110,2,426.41
835,281,247,1,237.8
836,281,43,1,249.29
837,281,51,3,137.08
838,282,88,4,53.72
839,282,81,1,271.92
840,282,283,2,132.88
841,282,82,3,441.78
842,282,8,1,326.69
843,283,40,2,374.77
844,283,269,4,212.93
845,283,172,3,305.07
846,283,219,4,123.43
847,284,88,3,53.72
848,285,139,2,386.7
849,286,278,1,47.9
850,286,142,4,60.38
851,286,43,1,249.29
852,287,16,1,404.53
853,287,156,3,432.71
854,287,27,1,468.64
855,287,162,2,117.66
856,287,36,1,360.37
857,288,168,4,439.13
858,288,30,2,192.83
859,288,247,4,237.8
860,288,98,3,206.17
861,288,254,4,235.19
862,289,224,4,36.79
863,289,26,3,108.71
864,289,132,3,278.85
865,289,193,2,331.13
866,289,163,4,100.6
867,290,5,3,213.85
868,290,87,2,31.81
869,290,159,4,430.0
870,291,30,4,192.83
871,291,135,4,135.67
872,291,57,4,256.29
873,292,133,1,304.39
874,292,266,2,25.33
875,292,256,4,482.05
876,293,60,3,5.28
877,294,286,1,124.47
878,294,196,1,338.03
879,294,189,1,305.3
880,294,39,4,373.77
881,294,170,3,58.66
882,295,22,2,148.25
883,295,206,4,92.06
884,295,281,4,249.68
885,295,167,1,168.92
886,296,139,3,386.7
887,296,47,3,299.96
888,296,143,2,78.78
889,297,134,2,105.78
890,297,208,4,459.15
891,297,10,1,405.67
892,297,178,1,39.64
893,297,34,3,161.15
894,298,117,4,160.52
895,299,213,2,446.55
896,299,211,3,162.06
897,299,228,1,14.67
898,299,151,2,81.5
899,299,131,1,62.14
900,300,289,1,226.85
901,300,151,2,81.5
902,300,3,4,369.55
903,300,196,1,338.03
904,301,6,1,113.23
905,301,220,1,358.2
906,301,136,2,453.14
907,301,219,3,123.43
908,302,242,2,233.54
909,302,116,4,134.08
910,302,201,4,101.25
911,302,54,1,361.24
912,302,161,3,156.07
913,303,236,1,341.18
914,304,20,1,290.79
915,304,254,4,235.19
916,304,8,1,326.69
917,305,179,1,168.45
918,305,275,1,244.33
919,305,3,4,369.55
920,305,243,3,192.66
921,306,260,3,479.3
922,306,189,3,305.3
923,307,224,1,36.79
924,307,272,4,80.73
925,307,248,4,30.78
926,307,24,4,142.6
927,308,250,2,24.93
928,308,48,2,129.45
929,308,91,2,227.06
930,308,154,1,93.78
931,309,106,1,369.19
932,309,78,1,118.33
933,309,186,2,286.71
934,310,91,3,227.06
935,310,249,2,326.82
936,310,101,4,463.63
937,310,238,3,68.18
938,311,269,1,212.93
939,312,24,3,142.6
940,312,300,3,296.85
941,313,239,4,18.35
942,313,274,1,309.88
943,313,47,2,299.96
944,314,176,4,344.99
945,314,67,1,67.25
946,315,111,4,38.64
947,315,50,1,61.7
948,315,287,1,279.81
949,315,77,3,40.14
950,315,252,1,80.43
951,316,207,2,234.95
952,317,204,2,376.73
953,318,32,2,422.21
954,318,191,3,258.03
955,318,181,1,153.66
956,318,163,1,100.6
957,319,225,4,273.59
958,319,40,4,374.77
959,319,212,2,224.07
960,319,294,4,168.74
961,320,278,4,47.9
962,320,99,4,433.0
963,320,28,2,306.52
964,321,125,4,146.07
965,321,263,4,350.11
966,321,97,2,378.01
967,322,76,2,118.91
968,323,142,3,60.38
969,323,24,1,142.6
970,323,199,3,425.62
971,324,225,4,273.59
972,325,287,4,279.81
973,325,50,2,61.7
974,326,61,1,14.64
975,326,27,1,468.64
976,326,224,4,36.79
977,327,277,3,426.6
978,327,264,3,343.71
979,327,124,2,39.05
980,328,3,3,369.55
981,329,32,2,422.21
982,329,161,4,156.07
983,329,1,4,321.52
984,329,20,4,290.79
985,330,290,2,150.65
986,330,241,3,323.16
987,330,3,3,369.55
988,331,240,1,284.37
989,331,162,2,117.66
990,331,30,3,192.83
991,332,8,2,326.69
992,332,251,1,103.68
993,332,82,4,441.78
994,332,218,3,389.95
995,333,59,2,476.98
996,333,3,1,369.55
997,333,165,1,178.82
998,334,280,3,335.75
999,335,169,3,292.39
1000,335,247,2,237.8
1001,335,278,1,47.9
1002,335,145,2,217.74
1003,336,158,1,58.51
1004,336,196,2,338.03
1005,336,262,2,416.13
1006,336,257,3,390.01
1007,337,228,2,14.67
1008,338,162,2,117.66
1009,338,95,1,30.04
1010,338,190,2,223.68
1011,339,185,1,375.33
1012,339,164,3,432.85
1013,339,29,1,365.92
1014,339,97,3,378.01
1015,339,81,3,271.92
1016,340,42,1,498.68
1017,340,225,4,273.59
1018,340,177,1,336.96
1019,340,186,1,286.71
1020,341,62,3,492.73
1021,341,45,1,84.19
1022,342,48,3,129.45
1023,342,53,2,229.59
1024,342,12,1,173.42
1025,343,133,1,304.39
1026,343,141,3,354.31
1027,343,35,3,109.44
1028,343,220,2,358.2
1029,344,79,4,168.56
1030,344,209,2,71.0
1031,345,288,3,240.67
1032,345,230,2,152.81
1033,345,262,4,416.13
1034,345,104,1,360.61
1035,346,78,3,118.33
1036,346,92,2,142.88
1037,346,25,4,185.59
1038,346,27,3,468.64
1039,346,212,2,224.07
1040,347,24,4,142.6
1041,347,42,2,498.68
1042,347,155,1,465.75
1043,347,105,4,151.87
1044,348,153,1,92.64
1045,348,71,3,366.32
1046,349,36,2,360.37
1047,349,221,4,171.24
1048,349,297,3,64.18
1049,349,98,4,206.17
1050,349,153,2,92.64
1051,350,180,2,424.77
1052,350,44,3,431.25
1053,350,162,3,117.66
1054,350,191,4,258.03
1055,351,61,3,14.64
1056,351,17,3,270.43
1057,351,56,3,314.52
1058,351,196,2,338.03
1059,351,274,4,309.88
1060,352,282,4,246.34
1061,352,211,2,162.06
1062,352,123,1,70.57
1063,352,66,2,489.1
1064,352,5,3,213.85
1065,353,108,2,241.01
1066,353,114,2,45.58
1067,354,292,4,187.67
1068,355,75,3,172.35
1069,356,79,4,168.56
1070,357,133,1,304.39
1071,358,159,2,430.0
1072,359,223,4,348.51
1073,359,220,3,358.2
1074,359,240,1,284.37
1075,359,256,2,482.05
1076,359,200,1,210.15
1077,360,238,3,68.18
1078,360,245,4,192.67
1079,361,104,4,360.61
1080,361,258,1,58.51
1081,361,183,2,151.35
1082,361,249,2,326.82
1083,362,30,2,192.83
1084,362,104,2,360.61
1085,362,23,4,120.23
1086,362,16,1,404.53
1087,362,298,2,346.63
1088,363,238,4,68.18
1089,363,26,4,108.71
1090,363,186,1,286.71
1091,364,203,2,329.75
1092,364,54,1,361.24
1093,364,289,4,226.85
1094,364,97,4,378.01
1095,364,236,2,341.18
1096,365,35,4,109.44
1097,365,279,4,376.49
1098,365,6,1,113.23
1099,365,194,4,333.61
1100,365,259,1,159.42
1101,366,250,1,24.93
1102,366,160,2,409.21
1103,367,88,3,53.72
1104,367,194,3,333.61
1105,367,258,1,58.51
1106,368,280,1,335.75
1107,368,231,2,446.36
1108,368,81,3,271.92
1109,368,52,4,60.22
1110,369,227,1,452.9
1111,369,112,1,204.87
1112,369,22,1,148.25
1113,369,272,2,80.73
1114,369,136,1,453.14
1115,370,280,3,335.75
1116,370,133,3,304.39
1117,370,272,4,80.73
1118,370,283,1,132.88
1119,370,140,2,84.98
1120,371,131,4,62.14
1121,371,163,4,100.6
1122,372,70,4,482.36
1123,372,31,2,280.69
1124,372,52,2,60.22
1125,372,36,1,360.37
1126,373,217,4,420.73
1127,373,153,1,92.64
1128,373,164,4,432.85
1129,373,156,2,432.71
1130,374,272,4,80.73
1131,375,5,2,213.85
1132,375,228,2,14.67
1133,375,172,2,305.07
1134,375,225,1,273.59
1135,375,65,4,367.29
1136,376,271,4,446.33
1137,376,12,3,173.42
1138,376,42,3,498.68
1139,376,164,4,432.85
1140,376,277,1,426.6
1141,377,226,2,107.38
1142,377,40,3,374.77
1143,378,62,4,492.73
1144,378,174,4,131.09
1145,379,139,4,386.7
1146,379,142,3,60.38
1147,380,101,1,463.63
1148,380,255,2,187.6
1149,381,116,1,134.08
1150,381,181,4,153.66
